sampleid,y,x,month,year,nosema,mites,totalarea,average_mintemp,average_precip,month8,month9,colonysize,sunflower_2mile_acres_original,sf_2miles_acres,sf_4miles_acres,state,stateabb_map,flag,dist
MN 18-2012,47.50076,-96.273521,6,2013,4.9000001,0.51133275,32530500,6,135.36703,0,0,NA,1.111973234,0,0,MN,MN,0,-1.111973234
UT 17-2013,39.57208,-110.68938,9,2013,0,16.36701798,32545800,12,68.5,0,1,NA,0,0,0,UT,UT,0,0
GA 08-2013,31.65123,-82.2128,8,2013,0.05,0.821705426,32535900,21.79,223.75,1,0,NA,0,0,0,GA,GA,0,0
WI 07-2013,43.59198,-90.38734,9,2013,0.2,1.776005548,32522400,10.75,63.14,0,1,NA,0,0,0,WI,WI,0,0
MI 10-2013,42.49847,-83.45863,10,2013,0,0.92095165,32534100,5.52,52.58,0,0,NA,0,0,0.222395,MI,MI,0,0
ND 03-2013,46.50153,-99.998997,7,2013,0,0,32535900,13.6,28.26,0,0,NA,43.8117454,0,0,ND,ND,0,-43.8117454
IA 12-2012,41.96659,-92.318703,6,2013,0.25,0.45555556,32540400,15.487278,119.51272,0,0,NA,0,0,0,IA,IA,0,0
AR 09-2013,34.50378,-93.17498,7,2013,0,6.054892601,32520600,19.87,130.9,0,0,NA,0,0,0,AR,AR,0,0
ND 06-2013,46.70445,-101.00555,7,2013,0,14.92537313,32519700,13.44,31.2,0,0,NA,4.225498288,37.36236,868.23008,ND,ND,0,33.13686171
MD 02-2013,38.99459,-77.02149,9,2013,0,1.247225025,30611700,13.82,50.73,0,1,NA,0,0,0,MD,MD,0,0
IN 02-2013,41.45822,-85.966008,7,2013,0,1.48659306,27357300,16.85,62.79,0,0,NA,0,0,0,IN,IN,0,0
AR 05-2013,34.42409,-93.23299,8,2013,0,4.331070496,32530500,20.31,153,1,0,NA,0,0,0,AR,AR,0,0
UT 24-2012,37.28725,-109.56663,6,2013,0,1.180593,32539500,14,0,0,0,NA,0,0,0,UT,UT,0,0
VA 20-2013,36.8916,-76.1769,10,2013,0.1,9.662484316,32535900,13.64,123.85,0,0,NA,0,0,0,VA,VA,0,0
CA 07-2013,33.31877,-117.01756,11,2013,1.05,0.30052417,32541300,9.58,15.72,0,0,NA,0,0,0,CA,CA,0,0
NJ 11-2013,40.55841,-74.7223,9,2013,0,7.062371487,32545800,10.93,62.23,0,1,NA,0,0,0,NJ,NJ,0,0
OK 11-2012,35.93092,-95.672173,6,2013,0.15000001,4.3923831,32538600,19,75,0,0,NA,0,0,0,OK,OK,0,0
IL 16-2013,39.92396,-89.824289,8,2013,0,4.303278689,32532300,16.69,75.6,1,0,NA,0,0,0,IL,IL,0,0
UT 03-2013,41.74411,-112.00167,9,2013,0,7.374449339,32538600,9.82,46.74,0,1,NA,0,0,0,UT,UT,0,0
NJ 14-2013,39.91692,-74.91473,8,2013,0,9.671494404,32535000,18.33,184,1,0,NA,0,0,0,NJ,NJ,0,0
TN 13-2013,35.980719,-86.856958,8,2013,0.05,3.013447433,32529600,18.81,195.07,1,0,NA,0,0,0,TN,TN,0,0
AR 01-2013,36.31834,-92.08904,8,2013,0,1.726503759,32538600,18.81,105.34,1,0,NA,0,0,0,AR,AR,0,0
MN 1-2012,44.93796,-94.478798,5,2013,2.8,0,32536800,7,108.44905,0,0,NA,0,0,0,MN,MN,0,0
MI 02-2013,42.77476,-85.01627,10,2013,0,2.838095238,32518800,5.24,98.86,0,0,NA,0,0,0,MI,MI,0,0
PA 11-2013,40.588645,-75.781068,9,2013,0,5.120464441,32530500,9.95,49.33,0,1,NA,0,0,0,PA,PA,0,0
UT 18-2013,39.25731,-112.65271,9,2013,1.1,3.055900621,32536800,10.21,43.21,0,1,NA,0,0,0,UT,UT,0,0
IL 18-2013,38.671195,-89.790346,8,2013,0.45,2.114059853,32536800,18.27,99.8,1,0,NA,0,0,0,IL,IL,0,0
IN 14-2013,39.30617,-87.443893,8,2013,0,2.432735426,32522400,17.32,18.11,1,0,NA,0,0,0,IN,IN,0,0
IN 20-2013,39.475296,-86.547928,9,2013,0,17.00147275,32528700,13.54,97.77,0,1,NA,0,0,0,IN,IN,0,0
TX 02-2013,30.49419,-96.33642,10,2013,0.05,3.153284672,32528700,15.3,199.5,0,0,NA,0,0.222395,0.222395,TX,TX,0,0.222395
GA 10-2013,32.03696,-82.4121,8,2013,0,0.250212766,32539500,21.78,250.67,1,0,NA,0,0,0,GA,GA,0,0
MI 16-2013,43.64672,-83.08374,10,2013,0.5,1.343873518,31312800,4.14,70.98,0,0,NA,0,0,0,MI,MI,0,0
CA 28-2012,39.79748,-122.13748,3,2013,0,0,32262300,2,8.1918926,0,0,NA,0,9.118195,169.0202,CA,CA,0,9.118195
CO 15-2012,37.37131,-105.90155,7,2013,0.15000001,3.5807421,32519700,4,1.4781146,0,0,NA,0,0,0,CO,CO,0,0
OR 04-2013,45.822684,-119.560071,9,2013,0,0.082438815,32536800,12.17,52.12,0,1,NA,0,0,0,OR,OR,0,0
CO 21-2012,37.48475,-105.82048,7,2013,0.40000001,5.4554458,32519700,4,3,0,0,NA,0,0,0,CO,CO,0,0
AR 15-2013,34.03226,-94.38273,8,2013,0,0.92410197,32537700,20.6,150.29,1,0,NA,0,0,0,AR,AR,0,0
TN 06-2012,36.61432,-85.112228,5,2013,0,1.0977578,31951800,11,112.45244,0,0,NA,0,0,0,TN,TN,0,0
LA 18-2012,30.38126,-90.899315,5,2013,0.2,1.6140351,32537700,12,187.4691,0,0,NA,0,0,0,LA,LA,0,0
TX 04-2013,33.48488,-95.29731,10,2013,0.2,8.727096774,32533200,12.11,135.01,0,0,NA,0,40.0311,68.275265,TX,TX,0,40.0311
NJ 03-2013,40.31357,-74.08014,9,2013,0,0.732336957,32537700,13.58,47.19,0,1,NA,0,0,0,NJ,NJ,0,0
CA 05-2013,33.163558,-117.06758,11,2013,1.55,2.248507868,32524200,9.59,16.8,0,0,NA,0,0,0,CA,CA,0,0
OR 03-2013,42.409374,-123.132623,9,2013,0,20.35266821,32525100,10.31,66.07,0,1,NA,0,0,0,OR,OR,0,0
TX 03-2013,28.7712909,-97.0068393,9,2013,0,0.542750929,32390100,22.86,110.05,0,1,NA,0,0,0,TX,TX,0,0
TX 06-2013,30.9599,-97.26833,10,2013,0.05,1.642218247,32541300,14.04,223.82,0,0,NA,0,0,0,TX,TX,0,0
TN 04-2012,35.21133,-89.936394,4,2013,0,4.4862204,32535900,9,184,0,0,NA,0,0,0,TN,TN,0,0
GA 07-2013,31.68489,-82.50017,9,2013,0.1,0.2009908,32535900,19.77,49.97,0,1,NA,0,0,0,GA,GA,0,0
CO 02-2012,37.4696,-105.77973,7,2013,0.050000001,2.0699637,32535900,4.4690676,3,0,0,NA,0,0,0,CO,CO,0,0
GA 14-2013,31.8055,-82.6414,9,2013,0,0.092269327,32369400,19.56,63.3,0,1,NA,0,0,0,GA,GA,0,0
UT 15-2013,40.53611,-111.90673,9,2013,0.1,3.639143731,32529600,13.66,49.66,0,1,NA,0,0,0,UT,UT,0,0
ND 09-2013,48.016718,-98.050238,8,2013,1.9,0.343478261,32542200,10.16,25.72,1,0,NA,4.892682228,0,0,ND,ND,0,-4.892682228
MN 09-2013,44.025708,-92.410197,10,2013,0.1,33.73333333,31017600,3,85.27,0,0,NA,0,0,0,MN,MN,0,0
IL 11-2013,40.952,-88.1581,8,2013,0,9.031523643,32540400,14.72,28.81,1,0,NA,0,0,0,IL,IL,0,0
AR 04-2013,35.0394,-91.52544,7,2013,0,0.507880911,32526900,20.58,40.93,0,0,NA,0,0,0,AR,AR,0,0
AL 21-2013,34.67637,-86.81825,9,2013,0.05,3.740625,32538600,16.96,106.31,0,1,NA,0,0,0,AL,AL,0,0
IA 17-2012,41.43835,-93.511017,6,2013,0.050000001,1.7325,32535000,16,96.697945,0,0,NA,0,0,0,IA,IA,0,0
PA 12-2013,40.342586,-75.236655,9,2013,0.05,11.48338369,32536800,10.07,50.81,0,1,NA,0,0,0,PA,PA,0,0
IN 13-2013,38.630109,-85.443757,8,2013,0,1.332372026,31767300,14.93,36.1,1,0,NA,0,0,0,IN,IN,0,0
TN 17-2012,35.79445,-88.089607,4,2013,0,4.7753778,32527800,0,135.62617,0,0,NA,0,0,0,TN,TN,0,0
WI 17-2013,43.7844397,-88.7878678,8,2013,0.05,9.751229105,32527800,13.92,37.65,1,0,NA,0,0,0,WI,WI,0,0
OR 02-2013,45.164205,-122.453641,9,2013,0,1.705122494,32538600,12.6,177.19,0,1,NA,0,0,0,OR,OR,0,0
WI 02-2013,42.96031,-88.16153,9,2013,0,6.0496,32532300,10.8,58.96,0,1,NA,0,0,0,WI,WI,0,0
IL 20-2012,39.87722,-88.955833,5,2013,0,2.1814926,29525400,6,94.907394,0,0,NA,0,0,0,IL,IL,0,0
PA 07-2013,40.60448798,-75.8740282,9,2013,0,3.776649746,32535900,10.59,45.34,0,1,NA,0,0,0,PA,PA,0,0
AR 11-2013,35.98919,-94.3348,8,2013,0,2.910067873,32524200,18.75,103.82,1,0,NA,0,0,0,AR,AR,0,0
IN 22-2013,38.7747953,-86.1376314,9,2013,0.05,7.833526012,32530500,12.38,76.97,0,1,NA,0,0,0,IN,IN,0,0
NC 13-2013,35.499793,-77.899056,9,2013,0,0.96,32528700,15.72,106.11,0,1,NA,0,0,0,NC,NC,0,0
IA 20-2012,41.82618,-91.833443,6,2013,0.2,0.10325048,32537700,15,147.95731,0,0,NA,0,0,0,IA,IA,0,0
IL 23-2012,1.88081,-88.557404,5,2013,1.95,0.34246576,32527800,11,167.0713,0,0,NA,0,0,0,IL,IL,0,0
WI 12-2013,42.85769,-88.41086,8,2013,0,15.99501868,32533200,14.23,88.35,1,0,NA,0,0,2.22395,WI,WI,0,0
SD 02-2013,44.89317,-99.06302,9,2013,0,0.867602196,32538600,11.44,38.85,0,1,NA,5.337471521,737.46182,2548.424305,SD,SD,0,732.1243485
MN 23-2012,45.30962,-94.668381,6,2013,0.69999999,0,32541300,6,95.399368,0,0,NA,0,0,0,MN,MN,0,0
IL 02-2013,42.34385,-88.84646,7,2013,0.25,0.183919598,32527800,16.15,50.42,0,0,NA,0,0,0,IL,IL,0,0
OR 17-2013,45.3777508,-122.73359,8,2013,0,5.014754098,32541300,14.23,18.94,1,0,NA,0,0,0,OR,OR,0,0
WI 15-2013,42.70049,-89.10715,9,2013,0.45,0.528301887,32539500,11.1,50.78,0,1,NA,0,0,0,WI,WI,0,0
NY 23-2013,43.000567,-78.437086,8,2013,0.75,3.336547291,32525100,14.44,104.68,1,0,NA,0,0,0,NY,NY,0,0
GA 05-2013,32.1892,-83.86186,9,2013,0,3.041622199,32532300,19.61,56.13,0,1,NA,0,0.667185,3.11353,GA,GA,0,0.667185
ND 04-2013,47.500211,-97.800244,7,2013,2.8,1.944598338,32530500,13.71,28.94,0,0,NA,0,0,0,ND,ND,0,0
CO 23-2012,37.4151,-106.01139,7,2013,0,1.9396051,32547600,4,2,0,0,NA,0,0,0,CO,CO,0,0
IN 22-2012,38.84332,-86.225945,5,2013,0.30000001,0,30632400,11.911865,80.802361,0,0,NA,0,0,0,IN,IN,0,0
AL 14-2013,32.38782,-86.23316,9,2013,0,5.555302166,32545800,19.4,51.16,0,1,NA,0,0,0,AL,AL,0,0
WI 01-2013,42.51412,-89.033257,9,2013,0.2,12.42356688,28212300,11.27,41.72,0,1,NA,0,0,0,WI,WI,0,0
UT 19-2012,39.25731,-112.65271,6,2013,0,0.83752549,32535900,10,0,0,0,NA,0,0,0,UT,UT,0,0
IN 03-2013,40.75294,-85.76806,7,2013,0.05,0.177182919,32538600,16.68,92.65,0,0,NA,0,0,0,IN,IN,0,0
TX 09-2013,33.5403738,-101.6746823,9,2013,0.05,9.970564837,32544900,16.7,12.25,0,1,NA,0,0,0,TX,TX,0,0
NJ 15-2013,39.72949,-75.09689,8,2013,0.1,10.30746706,32541300,18.71,176.2,1,0,NA,0,0,0,NJ,NJ,0,0
TX 05-2013,29.8503094,-94.8919067,10,2013,0.1,0.768292683,32534100,16.61,158.98,0,0,NA,0,0,0,TX,TX,0,0
OR 01-2013,44.224352,-123.190216,8,2013,0,15.41776316,32541300,12.44,8.08,1,0,NA,0,0,0,OR,OR,0,0
IN 01-2013,39.865898,-86.426526,6,2013,0.25,1.237438424,32546700,16.32,133.55,0,0,NA,0,0,0,IN,IN,0,0
OK 14-2012,34.00114,-95.2584,4,2013,0.1,0.11426492,32527800,8,79.873001,0,0,NA,0,0,0,OK,OK,0,0
MI 13-2013,42.097872,-86.356659,10,2013,3.65,2.960795455,32533200,6.08,131.52,0,0,NA,0,0,0,MI,MI,0,0
MI 05-2013,43.51673,-82.67385,10,2013,0.05,12.94847328,32535000,4.83,64.13,0,0,NA,0,0,0,MI,MI,0,0
OK 12-2012,35.5752,-98.113197,5,2013,1.05,7.1322436,32537700,4,139.92636,0,0,NA,0,0,0,OK,OK,0,0
ND 17-2013,48.70441,-101.29355,8,2013,0.8,0.320469799,32528700,12.27,56.25,1,0,NA,17.34678244,40.698285,318.91443,ND,ND,0,23.35150256
CA 03-2013,38.600016,-121.300258,11,2013,0,10.99,32544000,5.62,26.81,0,0,NA,0,0,0,CA,CA,0,0
NY 02-2013,43.23426,-76.662697,7,2013,0.5,1.175527426,32526900,17.6,108.69,0,0,NA,0,0,0,NY,NY,0,0
AR 12-2013,36.10287,-90.34586,7,2013,0,3.110655738,32533200,19.6,96.2,0,0,NA,0,0,0,AR,AR,0,0
NJ 04-2013,39.66193,-74.82928,8,2013,1.5,1.622775801,32532300,17.05,137.98,1,0,NA,0,0,0,NJ,NJ,0,0
NJ 02-2013,39.63154,-75.24977,8,2013,0.45,0,32542200,18.11,147.32,1,0,NA,0,0,0,NJ,NJ,0,0
ND 07-2013,48.31374,-102.67737,8,2013,0.75,0,32531400,12.83,51.53,1,0,NA,238.1846666,211.052855,785.276745,ND,ND,0,-27.13181163
OR 13-2013,45.5784119,-121.631411,9,2013,0,0.312968516,32527800,10.06,124.56,0,1,NA,0,0,0,OR,OR,0,0
UT 21-2012,39.3856,-112.60658,6,2013,0.1,0,27219600,10,0,0,0,NA,0,0,0,UT,UT,0,0
MD 17-2012,39.21899,-76.717728,5,2013,0.050000001,0.86705202,32537700,12,92,0,0,NA,0,0,0,MD,MD,0,0
OR 09-2013,44.640598,-123.5572191,8,2013,0,17.29220444,32536800,11.44,16.75,1,0,NA,0,0,0,OR,OR,0,0
MD 15-2012,38.36908,-76.634903,4,2013,1.5,3.0648246,32542200,6,103.49306,0,0,NA,0,0,0,MD,MD,0,0
GA 18-2013,32.23385,-83.81083,9,2013,0.1,0.750547046,32539500,19.26,56.9,0,1,NA,0.444789293,3.11353,5.559875,GA,GA,0,2.668740707
UT 17-2012,40.11955,-111.60907,6,2013,0,0,32526000,7,30.513657,0,0,NA,0,0,0,UT,UT,0,0
MI 24-2013,41.9784,-86.31859,10,2013,0.7,5.239009601,32539500,5.5,133.44,0,0,NA,0,0,0,MI,MI,0,0
SD 04-2013,43.95125,-99.17214,10,2013,0,12.63538364,32528700,2.3,117.16,0,0,NA,595.1280746,625.597135,1167.796145,SD,SD,0,30.46906039
MD 19-2012,39.15651,-76.856087,6,2013,0.2,0.24685714,32536800,11,109.06853,0,0,NA,0,0,0,MD,MD,0,0
AR 24-2013,34.30891,-91.95829,9,2013,0,0.681524083,32527800,18.43,96.58,0,1,NA,0,0,0.222395,AR,AR,0,0
CA 27-2012,39.62484,-121.83425,3,2013,7.9499998,0,32536800,5,40,0,0,NA,0,601.133685,1278.32646,CA,CA,0,601.133685
CA 25-2012,33.29065,-116.9826,11,2013,0,2.2556391,32534100,12.257269,12,0,0,NA,0,0,0,CA,CA,0,0
NY 06-2013,43.199487,-76.8457419,7,2013,0.05,5.263921114,32539500,17.59,109.07,0,0,NA,0,0,0,NY,NY,0,0
MN 5-2012,43.91798,-92.575089,5,2013,0.15000001,3.1822972,32540400,7,263.44458,0,0,NA,0,0,0,MN,MN,0,0
GA 17-2013,32.40414,-81.95409,9,2013,0,1.477272727,30806100,19.03,51.79,0,1,NA,0,0,0.222395,GA,GA,0,0
ND 05-2013,47.576294,-98.591569,8,2013,1.75,2.366013072,32532300,11.93,28.39,1,0,NA,1.779157174,0,0,ND,ND,0,-1.779157174
TX 14-2013,34.0519868,-98.99599788,9,2013,0,1.552462527,32541300,19.27,56.85,0,1,NA,0,0,0,TX,TX,0,0
CA 03-2012,39.62484,-121.83425,3,2013,3,0,32532300,5,40,0,0,NA,4.003103641,601.133685,1278.32646,CA,CA,0,597.1305814
GA 13-2013,32.3213,-81.95068,9,2013,0,0,32532300,19.25,53.14,0,1,NA,0,0.222395,0.88958,GA,GA,0,0.222395
TN 03-2013,35.211334,-89.936395,8,2013,0,7.501129944,32543100,21.22,110.36,1,0,NA,0,0,0,TN,TN,0,0
ND 16-2013,48.27663,-102.07417,8,2013,0.3,0,32544900,11.34,48.18,1,0,NA,0.444789293,0.88958,7.783825,ND,ND,0,0.444790707
PA 23-2013,41.18346,-79.02801,9,2013,0.05,2.158928571,32535900,9.03,56.27,0,1,NA,0,0,0,PA,PA,0,0
ND 23-2013,48.616893,-97.950105,7,2013,0.3,0,32521500,12.72,66.71,0,0,NA,0.222394647,0,0,ND,ND,0,-0.222394647
IA 06-2013,42.416751,-91.300138,8,2013,0,1.977272727,32535900,14.36,53.37,1,0,NA,0,0,0,IA,IA,0,0
TX 16-2013,29.046476,-98.963493,12,2013,0.9,0,32538600,4.58,16.2,0,0,NA,0,0,0,TX,TX,0,0
MI 15-2013,43.23832,-82.75871,10,2013,0,8.030129125,26752500,4.15,57.72,0,0,NA,0,0,0,MI,MI,0,0
AL 16-2013,34.74507,-87.04082,9,2013,0,15.44763019,32534100,16.88,88.5,0,1,NA,0,0,0,AL,AL,0,0
MI 18-2013,41.96568,-86.24718,10,2013,0.1,7.619140625,32032800,5.63,137.16,0,0,NA,0,0,0,MI,MI,0,0
IA 08-2012,41.06594,-95.765442,6,2013,0,0.21770833,32485981.35,15,121.0443,0,0,NA,0,0,0,IA,IA,0,0
MI 03-2013,43.57518,-83.15364,10,2013,0.3,1.154086089,32540400,4.07,69.07,0,0,NA,0,0,0,MI,MI,0,0
TN 10-2012,35.01402,-89.623596,4,2013,2.25,0.66518253,32472390.91,8,185,0,0,NA,0,0,0,TN,TN,0,0
ND 19-2013,46.850046,-97.950096,7,2013,0.6,0.501501502,32535900,14.04,18.99,0,0,NA,0,0,0,ND,ND,0,0
TN 21-2012,36.05647,-84.254799,3,2013,0.30000001,1.8359282,32463676.06,0,139.08504,0,0,NA,0,0,0,TN,TN,0,0
WI 16-2013,43.034141,-88.624504,9,2013,0.1,0.902821317,32519700,10.67,60.87,0,1,NA,0,0,0,WI,WI,0,0
MD 22-2012,39.70994,-76.666733,6,2013,0,1.8412452,32465126.08,16,143.50829,0,0,NA,0,0,0,MD,MD,0,0
IN 19-2012,40.4046,-86.928268,5,2013,0,0,32489043.75,11.542467,83.929108,0,0,NA,0,0,0,IN,IN,0,0
MI 06-2013,43.34296,-84.15137,10,2013,0.8,8.303437967,32526900,4.68,55.78,0,0,NA,0,0,0,MI,MI,0,0
NY 22-2013,43.348713,-73.36697,9,2013,0.05,9.86,32522400,8,95.02,0,1,NA,0,0,0,NY,NY,0,0
WI 04-2013,42.87441,-88.04765,9,2013,0,4.191256831,32539500,10.4,52.06,0,1,NA,0,0,0,WI,WI,0,0
TN 15-2013,36.031942,-85.030893,8,2013,0,0.955078125,32532300,17.09,238.33,1,0,NA,0,0,0,TN,TN,0,0
IL 14-2013,39.84222,-89.40522,7,2013,0,7.538461538,32527800,17.55,58.1,0,0,NA,0,0,0,IL,IL,0,0
PA 02-2013,40.58834,-75.3486,8,2013,0,0.96587473,32539500,16.09,149.18,1,0,NA,0,0,0,PA,PA,0,0
GA 19-2013,31.65947,-82.01546,9,2013,0.15,2.754684838,32546700,19.31,57.35,0,1,NA,0,0,0,GA,GA,0,0
TX 17-2012,31.41859,-94.161697,5,2013,0.44999999,4.5342774,32473544.13,10,115,0,0,NA,0,0,0,TX,TX,0,0
WI 11-2013,42.92604,-88.32709,9,2013,0,0.332648871,29470500,10.57,58.63,0,1,NA,0,3.55832,5.78227,WI,WI,0,3.55832
WI 11-2012,42.96023,-88.161392,4,2013,0.050000001,0.72693729,32464928.5,1,188.05952,0,0,NA,0,0,0,WI,WI,0,0
MI 08-2013,42.80476,-83.84864,9,2013,0,12.91936287,32540400,10.02,29.36,0,1,NA,0.222394647,0.667185,1.111975,MI,MI,0,0.444790353
AR 21-2013,35.48857,-91.34102,9,2013,0,4.243705942,32535000,17.45,51.27,0,1,NA,0,0,0,AR,AR,0,0
MT 15-2013,48.5589,-109.29504,6,2013,1.1,0.512372635,32528700,9.91,127,0,0,NA,0,0.667185,2.001555,MT,MT,0,0.667185
NJ 22-2013,39.25977,-74.72555,9,2013,0.3,26.75185936,32530500,12.72,59.81,0,1,NA,0,0,0,NJ,NJ,0,0
SD 16-2013,45.82787,-103.02777,9,2013,0.3,3.859879584,32539500,9.86,66.68,0,1,NA,15.56762527,15.56765,43.14463,SD,SD,0,2.47E-05
FL 01-2013,30.43219,-87.29822,9,2013,0.296381579,5.927631579,32533200,22.32,139.99,0,1,NA,0,0,0,FL,FL,0,0
TX 08-2013,26.30178,-97.82156,10,2013,0,4.323480201,32528700,19.21,20.94,0,0,NA,0.66718394,0.667185,2.22395,TX,TX,0,1.06E-06
MT 17-2013,48.39043,-108.22675,6,2013,0,0,32527800,10.35,121.49,0,0,NA,0,0,0,MT,MT,0,0
IL 03-2013,42.40667,-88.10324,7,2013,0.35,0.989761092,32535000,15.74,51.79,0,0,NA,0,0,0,IL,IL,0,0
WI 20-2013,44.502673,-89.246174,9,2013,0.2,12.4340176,32529600,8.4,53.52,0,1,NA,0,0,0,WI,WI,0,0
MN 15-2012,45.71422,-94.292938,6,2013,0.30000001,0.20336787,32474822.98,12,160.34547,0,0,NA,0.444789293,0,0,MN,MN,0,-0.444789293
MN 11-2013,44.758558,-93.4505,9,2013,0.65,9.125401929,32528700,12.39,39,0,1,NA,0,0,0,MN,MN,0,0
WI 19-2013,43.11732,-89.59198,9,2013,0,1.861751152,32539500,11.05,63.35,0,1,NA,0,0,0,WI,WI,0,0
AL 24-2013,34.30247,-86.75352,10,2013,0,8.956161715,32532300,9.54,24.15,0,0,NA,0,0,0,AL,AL,0,0
NY 14-2013,42.860085,-74.2122537,7,2013,0.3,0.407239819,32533200,17.12,120.57,0,0,NA,4.892682228,0,0,NY,NY,0,-4.892682228
AL 18-2013,33.39851,-86.68517,10,2013,0,18.60913706,32536800,12.66,55.69,0,0,NA,0,0,0,AL,AL,0,0
WI 22-2013,43.16709,-89.79098,10,2013,0,0.703448276,28915200,3.61,37.76,0,0,NA,0,0,0,WI,WI,0,0
MT 22-2013,45.656589,-109.24833,6,2013,4.25,0,32537700,8.61,45.7,0,0,NA,0,0,0,MT,MT,0,0
MN 08-2013,45.98787,-95.39362,10,2013,0,5.126730564,32533200,2.63,107.36,0,0,NA,0,0,0.222395,MN,MN,0,0
MN 10-2012,45.23889,-93.369919,5,2013,0.69999999,0.89139634,32472341.28,7,211.8723,0,0,NA,0,0,0,MN,MN,0,0
CA 21-2012,37.11282,-120.32937,1,2013,0,1.7556651,32490360.05,2,102.03224,0,0,NA,0,0,0,CA,CA,0,0
PA 17-2012,41.33371,-77.042801,6,2013,6.5,4.589582,32474393.54,7,87,0,0,NA,0,0,0,PA,PA,0,0
LA 14-2012,32.43341,-93.600212,3,2013,0.60000002,1.4927769,32490556.52,4,88.247612,0,0,NA,0,0,0,LA,LA,0,0
ND 08-2013,47.6176,-100.1538,7,2013,1.1,0,32526900,14.09,32.34,0,0,NA,179.6948745,162.570745,380.073055,ND,ND,0,-17.12412954
AR 20-2013,34.844099,-92.17388,9,2013,0,5.960784314,32528700,18.17,78.12,0,1,NA,0,0,0,AR,AR,0,0
MN 16-2013,43.815,-91.521111,10,2013,0,7.51867995,32521500,4.3,102.54,0,0,NA,0,0,0,MN,MN,0,0
MD 14-2012,38.40117,-76.827263,4,2013,9.3999996,0,32472154.87,6,98.377159,0,0,NA,0,0,0,MD,MD,0,0
CA 26-2012,40.3026,-122.38943,2,2013,2.25,0.071630009,32495931.79,0,25.012787,0,0,NA,0,0,0,CA,CA,0,0
TN 02-2012,36.4169,-86.305527,5,2013,0.2,0.96083552,32487533.89,12,118.97644,0,0,NA,0,0,0,TN,TN,0,0
MT 20-2013,45.78302,-108.68805,6,2013,0.65,0,32532300,10,50.37,0,0,NA,0.222394647,0.222395,0.222395,MT,MT,0,3.53E-07
UT 10-2013,41.311,-111.84005,9,2013,0,9.380053908,32526900,9.19,64.65,0,1,NA,0,0,0,UT,UT,0,0
IN 17-2013,38.2657,-85.957563,9,2013,0,0,32526900,14.82,99.11,0,1,NA,0,0,0,IN,IN,0,0
OK 04-2012,34.68881,-96.05098,4,2013,0,2.0026774,32472966.55,7,128,0,0,NA,0,0,0,OK,OK,0,0
CA 17-2012,36.72798,-120.60246,1,2013,0.2,0,32459467.64,2,12,0,0,NA,0,0,0,CA,CA,0,0
MT 08-2013,47.56837,-104.27733,5,2013,0.1,0,32534100,5.45,93.4899,0,0,NA,0,0,0,MT,MT,0,0
MN 24-2012,48.84086,-95.875603,6,2013,0.75,0.15481171,32473747.61,4,123.99999,0,0,NA,19.77368719,0,0,MN,MN,0,-19.77368719
MT 05-2013,47.50133,-112.37253,5,2013,0.75,0.945945946,32537700,5.98,124.04,0,0,NA,0,0,0,MT,MT,0,0
IA 12-2013,43.07252,-93.43963,11,2013,0.1,0,32539500,-6.08,36.68,0,0,NA,0,0,0,IA,IA,0,0
NY 21-2013,42.538772,-75.24431,7,2013,0.45,2.342519685,32528700,15.9,151.17,0,0,NA,0,0,0,NY,NY,0,0
SD 21-2013,44.75642,-103.90353,9,2013,0,5.74904943,32542200,10.52,40.04,0,1,NA,0,0,0,SD,SD,0,0
IN 18-2012,40.44274,-86.948929,5,2013,0,0.71021992,32489769.62,11.280142,87.068588,0,0,NA,0,0,0,IN,IN,0,0
MN 8-2012,45.98561,-92.740593,6,2013,3.1500001,2.8976035,32471682.13,5,85.269661,0,0,NA,0,0,0,MN,MN,0,0
UT 12-2013,40.64303,-111.893,9,2013,0,5.567447752,31067100,15.07,39.86,0,1,NA,0,0,0,UT,UT,0,0
FL 03-2013,30.913375,-85.542109,9,2013,0.082653061,1.653061224,32527800,20.42,127.59,0,1,NA,0,0,0,FL,FL,0,0
FL 18-2013,28.450188,-81.966787,12,2013,4.2,3.974358974,32527800,11.82,18.26,0,0,NA,0,0,0,FL,FL,0,0
VA 06-2013,36.6297,-76.7364,10,2013,0.2,19.40780781,32531400,11.4,126.83,0,0,NA,0,0,0,VA,VA,0,0
OK 09-2012,36.13994,-96.891258,6,2013,0,2.8370073,32472780.03,12,176,0,0,NA,0,0,0,OK,OK,0,0
UT 05-2013,41.96649,-111.97738,9,2013,0.05,1.142097264,32536800,9.77,53.36,0,1,NA,0,0,0,UT,UT,0,0
SD 23-2013,44.64308,-103.42628,9,2013,0,2.261985472,32530500,10.52,43.28,0,1,NA,12.00931092,12.89891,25.575425,SD,SD,0,0.889599077
MT 21-2013,45.64392,-108.73398,6,2013,0.85,0,32539500,9.76,43.72,0,0,NA,0,0,0,MT,MT,0,0
TN 19-2013,36.425717,-82.258719,8,2013,0,6.428307976,32527800,17.03,246.9,1,0,NA,0,0,0,TN,TN,0,0
IA 06-2012,41.81757,-93.366318,6,2013,0.44999999,0,32474850.79,9,238.33807,0,0,NA,0,0,0,IA,IA,0,0
OK 07-2012,33.97561,-94.818871,4,2013,2,0.23190933,32470277.03,7,86.926468,0,0,NA,0,0,0,OK,OK,0,0
